manager_key,manager_qid,club_qid,prec_da,prec_a,wd_da,wd_a
jan siewert,Q60738841,Q105254,9.0,9.0,2023-01-01,2024-01-01
ruud van nistelrooy,Q45626,Q13534332,9.0,9.0,2021-01-01,2022-01-01
ruud van nistelrooy,Q45626,Q11938,10.0,10.0,2022-03-01,2023-05-01
ruud van nistelrooy,Q45626,Q18656,11.0,11.0,2024-10-28,2024-11-11
ruud van nistelrooy,Q45626,Q19481,11.0,11.0,2024-11-29,2025-06-27
adrian ursea,Q27307092,Q219235,11.0,11.0,2003-03-21,2003-06-20
adrian ursea,Q27307092,Q219235,11.0,11.0,2004-08-17,2004-10-12
adrian ursea,Q27307092,Q670642,11.0,11.0,2005-07-01,2005-10-22
adrian ursea,Q27307092,Q185163,11.0,11.0,2020-12-04,2021-05-24
adrian ursea,Q27307092,Q166496,11.0,11.0,2023-07-01,2025-06-30
adrian ursea,Q27307092,Q669130,11.0,,2025-07-01,
paulo pezzolano,Q2740889,Q48646,11.0,11.0,2016-11-28,2017-11-26
paulo pezzolano,Q2740889,Q1131189,11.0,11.0,2018-01-01,2019-11-25
paulo pezzolano,Q2740889,Q736937,11.0,11.0,2019-12-06,2021-11-11
paulo pezzolano,Q2740889,Q188277,11.0,11.0,2022-01-04,2023-03-19
paulo pezzolano,Q2740889,Q10319,11.0,11.0,2023-04-04,2024-12-01
paulo pezzolano,Q2740889,Q2714,11.0,11.0,2025-05-13,2025-10-08
domenico di carlo,Q507043,Q430993,,,,
domenico di carlo,Q507043,Q2693,,,,
domenico di carlo,Q507043,Q2037,,,,
domenico di carlo,Q507043,Q1457,,,,
domenico di carlo,Q507043,Q6767,,,,
domenico di carlo,Q507043,Q16848949,,,,
domenico di carlo,Q507043,Q8615,,,,
domenico di carlo,Q507043,Q8416,,,,
domenico di carlo,Q507043,Q56542463,,,,
jupp heynckes,Q152107,Q15789,11.0,11.0,2017-10-09,2018-06-30
jupp heynckes,Q152107,Q15789,11.0,11.0,2011-07-01,2013-06-30
jupp heynckes,Q152107,Q104761,11.0,11.0,2009-07-01,2011-06-30
jupp heynckes,Q152107,Q15789,11.0,11.0,2009-04-27,2009-06-30
jupp heynckes,Q152107,Q101959,11.0,11.0,2006-07-01,2007-02-02
jupp heynckes,Q152107,Q32494,11.0,11.0,2003-07-01,2004-09-15
jupp heynckes,Q152107,Q8687,11.0,11.0,2001-07-01,2003-06-30
jupp heynckes,Q152107,Q131499,11.0,11.0,1999-07-01,2000-09-20
jupp heynckes,Q152107,Q8682,11.0,11.0,1997-07-01,1998-06-30
jupp heynckes,Q152107,Q216661,11.0,11.0,1995-07-01,1997-06-30
jupp heynckes,Q152107,Q38245,11.0,11.0,1994-07-01,1995-04-02
jupp heynckes,Q152107,Q8687,11.0,11.0,1992-07-01,1994-06-30
jupp heynckes,Q152107,Q15789,11.0,11.0,1987-07-01,1991-10-08
jupp heynckes,Q152107,Q101959,11.0,11.0,1979-07-01,1987-06-30
paul heckingbottom,Q7151218,Q192597,,,,
paul heckingbottom,Q7151218,Q19607,11.0,11.0,2021-11-25,2023-12-05
paul heckingbottom,Q7151218,Q19612,11.0,,2024-08-20,
slaven bilic,Q489107,Q181216,11.0,11.0,2001-12-05,2002-05-04
slaven bilic,Q489107,Q2331381,11.0,11.0,2004-07-01,2006-06-30
slaven bilic,Q489107,Q134479,11.0,11.0,2006-07-25,2012-05-14
slaven bilic,Q489107,Q29115,11.0,11.0,2012-05-14,2013-06-18
slaven bilic,Q489107,Q172567,11.0,11.0,2013-06-28,2015-05-21
slaven bilic,Q489107,Q18747,11.0,11.0,2015-06-09,2017-11-04
slaven bilic,Q489107,Q309480,11.0,11.0,2018-10-05,2019-02-24
slaven bilic,Q489107,Q18744,11.0,11.0,2019-06-13,2020-12-16
slaven bilic,Q489107,Q814738,11.0,11.0,2021-01-06,2022-01-08
slaven bilic,Q489107,Q2714,11.0,11.0,2022-09-26,2023-03-07
slaven bilic,Q489107,Q2701659,11.0,11.0,2023-07-08,2024-08-16
slaven bilic,Q489107,Q134479,11.0,,2026-07-13,
sergio conceicao,Q317298,Q128446,11.0,11.0,2017-07-01,2024-06-04
sergio conceicao,Q317298,Q192071,11.0,11.0,2016-12-08,2017-06-30
sergio conceicao,Q317298,Q223450,11.0,11.0,2015-09-23,2016-06-30
sergio conceicao,Q317298,Q75684,11.0,11.0,2014-07-01,2015-06-30
sergio conceicao,Q317298,Q243235,11.0,11.0,2013-04-01,2014-06-30
sergio conceicao,Q317298,Q621259,11.0,11.0,2012-01-02,2013-01-07
sergio conceicao,Q317298,Q1543,11.0,11.0,2024-12-30,2025-05-29
sergio conceicao,Q317298,Q309480,11.0,,2025-10-08,
nenad bjelica,Q269404,Q383196,,,,
nenad bjelica,Q269404,Q141971,11.0,,2023-11-26,
laurent batlles,Q732431,Q501693,11.0,,2019-06-14,
alvaro arbeloa,Q250901,Q12217,11.0,11.0,2025-05-28,2026-01-12
alvaro arbeloa,Q250901,Q8682,11.0,10.0,2026-01-12,2026-06-01
alvaro arbeloa,Q250901,Q18708,11.0,,2026-07-08,
michael carrick,Q29566,Q18656,9.0,9.0,2021-01-01,2021-01-01
michael carrick,Q29566,Q18661,9.0,9.0,2022-01-01,2025-01-01
michael carrick,Q29566,Q18656,9.0,,2026-01-01,
eugenio corini,Q511092,Q6651,11.0,11.0,2018-09-18,2019-11-03
eugenio corini,Q511092,Q6651,11.0,,2019-12-02,
nuri sahin,Q75857,Q43710,11.0,11.0,2021-10-05,2023-12-31
nuri sahin,Q75857,Q41420,11.0,11.0,2024-06-14,2025-01-22
nuri sahin,Q75857,Q857938,11.0,,2025-09-13,
timo schultz,Q487074,Q6463,11.0,11.0,2020-07-01,2022-12-06
timo schultz,Q487074,Q189671,11.0,11.0,2023-07-01,2023-09-29
timo schultz,Q487074,Q104770,11.0,11.0,2024-01-04,2024-06-30
santiago solari,Q315471,Q8682,11.0,11.0,2018-10-30,2019-03-11
santiago solari,Q315471,Q6101985,9.0,9.0,2013-01-01,2016-01-01
santiago solari,Q315471,Q12217,11.0,11.0,2016-07-01,2018-10-28
santiago solari,Q315471,Q459090,11.0,11.0,2020-12-29,2022-03-02
benoit tavenot,Q127420708,Q208399,9.0,9.0,2003-01-01,2008-01-01
benoit tavenot,Q127420708,Q7389370,9.0,9.0,2009-01-01,2011-01-01
benoit tavenot,Q127420708,Q208399,9.0,9.0,2011-01-01,2012-01-01
benoit tavenot,Q127420708,Q7389370,9.0,9.0,2012-01-01,2014-01-01
benoit tavenot,Q127420708,Q208399,9.0,9.0,2015-01-01,2016-01-01
benoit tavenot,Q127420708,Q48755796,9.0,9.0,2018-01-01,2018-01-01
benoit tavenot,Q127420708,Q364698,9.0,9.0,2018-01-01,2019-01-01
benoit tavenot,Q127420708,Q221525,9.0,9.0,2019-01-01,2022-01-01
benoit tavenot,Q127420708,Q126334,9.0,9.0,2023-01-01,2023-01-01
benoit tavenot,Q127420708,Q503317,9.0,9.0,2023-01-01,2024-01-01
benoit tavenot,Q127420708,Q208399,10.0,,2024-06-01,
clarence seedorf,Q484909,Q1543,,,,
clarence seedorf,Q484909,Q8760,,,,
oscar hiljemark,Q152067,Q11492669,11.0,11.0,2023-03-20,2024-04-16
oscar hiljemark,Q152067,Q211753,11.0,11.0,2024-06-03,2026-02-02
oscar hiljemark,Q152067,Q289613,11.0,11.0,2026-02-03,2026-06-08
francesco calzona,Q113652572,Q16344,10.0,10.0,2008-07-01,2009-06-01
francesco calzona,Q113652572,Q16348,10.0,10.0,2010-07-01,2011-06-01
francesco calzona,Q113652572,Q1508747,10.0,10.0,2011-07-01,2011-12-01
francesco calzona,Q113652572,Q6703,10.0,10.0,2012-06-01,2015-06-01
francesco calzona,Q113652572,Q2641,10.0,10.0,2015-07-01,2018-06-01
francesco calzona,Q113652572,Q1900,10.0,10.0,2020-08-01,2021-02-01
francesco calzona,Q113652572,Q2641,10.0,10.0,2021-07-01,2022-07-01
francesco calzona,Q113652572,Q174512,10.0,9.0,2022-07-01,2026-01-01
francesco calzona,Q113652572,Q2641,10.0,10.0,2024-02-01,2024-06-01
albert riera,Q215435,Q31932,11.0,11.0,2022-07-04,2023-05-31
albert riera,Q215435,Q31533,11.0,11.0,2023-07-20,2023-10-11
albert riera,Q215435,Q172476,11.0,11.0,2023-10-11,2024-07-29
albert riera,Q215435,Q31533,11.0,11.0,2024-07-29,2026-02-01
albert riera,Q215435,Q38245,11.0,10.0,2026-02-02,2026-05-01
martin demichelis,Q150947,Q994701,11.0,11.0,2021-04-04,2022-11-13
martin demichelis,Q150947,Q15799,11.0,11.0,2022-11-17,2024-07-27
martin demichelis,Q150947,Q768253,11.0,11.0,2024-08-13,2025-05-11
martin demichelis,Q150947,Q8835,11.0,11.0,2026-03-01,2026-06-22
martin demichelis,Q150947,Q702455,11.0,,2026-06-22,
thierry henry,Q45901,Q166776,11.0,11.0,2016-08-26,2018-10-12
thierry henry,Q45901,Q180305,11.0,11.0,2018-10-13,2019-01-24
thierry henry,Q45901,Q167615,11.0,11.0,2019-11-14,2021-02-25
thierry henry,Q45901,Q166776,11.0,9.0,2021-05-31,2022-01-01
thierry henry,Q45901,Q1277549,9.0,9.0,2023-01-01,2024-01-01
thierry henry,Q45901,Q23886907,9.0,9.0,2024-01-01,2024-01-01
jan moritz lichte,Q72200628,Q105254,,,,
ryan mason,Q4459692,Q18741,9.0,9.0,2021-01-01,2021-01-01
jean marc furlan,Q129086,Q1387311,,,,
jean marc furlan,Q129086,Q182876,11.0,,2019-07-01,
andriy shevchenko,Q41244,Q170403,11.0,11.0,2016-07-15,2021-08-01
andriy shevchenko,Q41244,Q2074,11.0,11.0,2021-11-07,2022-01-15
sylvinho,Q312002,Q704,11.0,11.0,2019-05-24,2019-10-07
sylvinho,Q312002,Q35933,11.0,11.0,2021-05-23,2022-02-03
sylvinho,Q312002,Q186262,11.0,,2023-01-09,
jurgen klinsmann,Q57079,Q102720,11.0,11.0,2019-11-27,2020-02-11
jurgen klinsmann,Q57079,Q543842,11.0,11.0,2023-02-27,2024-02-16
jurgen klinsmann,Q57079,Q43310,11.0,11.0,2004-07-26,2006-07-11
jurgen klinsmann,Q57079,Q15789,11.0,11.0,2008-07-01,2009-04-27
jurgen klinsmann,Q57079,Q164134,11.0,11.0,2011-07-29,2016-11-21
mark van bommel,Q151853,Q11938,11.0,11.0,2018-06-22,2019-12-16
mark van bommel,Q151853,Q101859,9.0,9.0,2021-01-01,2021-01-01
mark van bommel,Q151853,Q732002,11.0,9.0,2022-05-26,2024-01-01
mark van bommel,Q151853,Q166776,11.0,,2026-07-24,
leo franco,Q47503,Q11971,,,,
alexis trujillo,Q4721544,Q8723,,,,
christian titz,Q50404825,Q153535,,,,
christian titz,Q50404825,Q162358,,,,
christian titz,Q50404825,Q2205310,,,,
christian titz,Q50404825,Q137499,,,,
christian titz,Q50404825,Q51974,,,,
christian titz,Q50404825,Q155218,,,,
christian titz,Q50404825,Q155730,,,,
craig shakespeare,Q5181434,Q19481,,,,
veljko paunovic,Q612930,Q271574,11.0,11.0,2025-03-26,2025-10-09
veljko paunovic,Q612930,Q953632,9.0,9.0,2013-01-01,2014-01-01
veljko paunovic,Q612930,Q20155517,9.0,9.0,2014-01-01,2015-01-01
veljko paunovic,Q612930,Q308683,9.0,9.0,2015-01-01,2019-01-01
veljko paunovic,Q612930,Q18729,9.0,9.0,2020-01-01,2022-01-01
veljko paunovic,Q612930,Q503321,9.0,9.0,2022-01-01,2023-01-01
veljko paunovic,Q612930,Q849823,9.0,9.0,2024-01-01,2025-01-01
veljko paunovic,Q612930,Q182740,11.0,,2025-10-30,
peter zeidler,Q3376975,Q105861,11.0,,2024-07-01,
raymond domenech,Q192648,Q640726,9.0,9.0,1984-01-01,1988-01-01
raymond domenech,Q192648,Q47774,11.0,11.0,2004-07-12,2010-06-22
raymond domenech,Q192648,Q704,9.0,9.0,1988-01-01,1993-01-01
raymond domenech,Q192648,Q192071,11.0,11.0,2020-12-26,2021-02-11
raymond domenech,Q192648,Q1277549,9.0,11.0,1993-01-01,2004-07-12
raymond domenech,Q192648,Q910598,11.0,,2016-04-11,
felix magath,Q153293,Q479332,9.0,9.0,1992-01-01,1993-01-01
felix magath,Q153293,Q15789,11.0,11.0,2004-07-01,2007-01-31
felix magath,Q153293,Q101859,11.0,11.0,2007-05-31,2009-06-30
felix magath,Q153293,Q32494,11.0,11.0,2009-07-01,2011-03-16
felix magath,Q153293,Q101859,11.0,11.0,2011-03-18,2012-10-25
felix magath,Q153293,Q18708,11.0,11.0,2014-02-14,2014-09-18
felix magath,Q153293,Q102720,11.0,11.0,2022-03-13,2022-06-02
felix magath,Q153293,Q5644342,11.0,11.0,1993-07-01,1995-10-05
felix magath,Q153293,Q51974,11.0,11.0,1995-10-05,1997-05-18
felix magath,Q153293,Q15786,11.0,11.0,1997-09-01,1998-06-30
felix magath,Q153293,Q51976,11.0,11.0,1998-10-22,1999-05-10
felix magath,Q153293,Q38245,11.0,11.0,1999-12-27,2001-01-29
felix magath,Q153293,Q4512,11.0,11.0,2001-02-23,2004-06-30
felix magath,Q153293,Q1046367,11.0,11.0,2016-06-08,2017-12-01
darren moore,Q725692,Q18744,,,,
mathieu le scornet,Q116282627,Q126334,11.0,11.0,2023-01-09,2023-02-13
fabio cannavaro,Q102027,Q130521,9.0,10.0,2017-01-01,2021-09-01
fabio cannavaro,Q102027,Q652516,11.0,11.0,2022-09-21,2023-02-04
fabio cannavaro,Q102027,Q2798,10.0,11.0,2024-04-01,2024-06-30
fabio cannavaro,Q102027,Q172803,11.0,11.0,2024-12-30,2025-04-09
fabio cannavaro,Q102027,Q487321,11.0,,2025-10-06,
calum mcfarlane,Q137668183,Q9616,11.0,11.0,2026-01-02,2026-01-07
calum mcfarlane,Q137668183,Q2669653,,,,
calum mcfarlane,Q137668183,Q7569129,,,,
michael wimmer,Q114660054,Q26929415,,,,
michael wimmer,Q114660054,Q15786,,,,
michael wimmer,Q114660054,Q15755,,,,
michael wimmer,Q114660054,Q4512,,,,
michael wimmer,Q114660054,Q131209,,,,
aitor karanka,Q373064,Q3873503,9.0,9.0,2008-01-01,2010-01-01
aitor karanka,Q373064,Q18661,9.0,9.0,2013-01-01,2017-01-01
aitor karanka,Q373064,Q19490,9.0,9.0,2018-01-01,2019-01-01
aitor karanka,Q373064,Q19444,9.0,9.0,2020-01-01,2021-01-01
aitor karanka,Q373064,Q8812,9.0,9.0,2022-01-01,2022-01-01
aitor karanka,Q373064,Q223728,11.0,,2023-01-04,
freddie ljungberg,Q10560,Q9617,9.0,9.0,2019-01-01,2019-01-01
marie louise eta,Q1897161,Q141971,,,,
frank de boer,Q219657,Q16836317,11.0,11.0,2018-12-23,2020-07-24
frank de boer,Q219657,Q81888,11.0,11.0,2010-12-06,2016-06-30
frank de boer,Q219657,Q631,10.0,10.0,2016-08-01,2016-11-01
frank de boer,Q219657,Q19467,10.0,11.0,2017-06-01,2017-09-11
frank de boer,Q219657,Q47050,11.0,11.0,2020-09-23,2021-06-29
frank de boer,Q219657,Q429630,11.0,11.0,2023-06-05,2023-12-11
gian piero ventura,Q2631653,Q2037,11.0,11.0,2018-10-10,2018-11-13
gian piero ventura,Q2631653,Q676899,11.0,11.0,2016-07-19,2017-11-15
gian piero ventura,Q2631653,Q2768,11.0,11.0,2011-06-06,2016-06-25
gian piero ventura,Q2631653,Q6641,11.0,11.0,2009-06-27,2011-02-10
gian piero ventura,Q2631653,Q289613,11.0,11.0,2007-07-02,2009-04-20
gian piero ventura,Q2631653,Q8639,11.0,11.0,2006-12-25,2007-06-30
gian piero ventura,Q2631653,Q29390,11.0,11.0,2006-03-27,2006-06-30
gian piero ventura,Q2631653,Q2641,11.0,11.0,2004-07-01,2005-01-16
gian piero ventura,Q2631653,Q1900,11.0,11.0,2002-07-01,2003-11-24
gian piero ventura,Q2631653,Q2798,11.0,11.0,2001-12-12,2002-06-30
gian piero ventura,Q2631653,Q1457,11.0,11.0,1999-07-01,2000-06-30
gian piero ventura,Q2631653,Q1900,11.0,11.0,1997-07-01,1999-06-30
gian piero ventura,Q2631653,Q13391,11.0,11.0,1995-07-01,1997-06-30
gian piero ventura,Q2631653,Q501245,11.0,11.0,1994-12-15,1995-04-10
gian piero ventura,Q2631653,Q501245,11.0,11.0,1994-07-01,1994-09-12
gian piero ventura,Q2631653,Q3763940,11.0,11.0,1992-07-01,1993-06-30
gian piero ventura,Q2631653,Q1279917,11.0,11.0,1989-07-01,1992-06-30
gian piero ventura,Q2631653,Q1451177,11.0,11.0,1987-07-01,1989-06-30
gian piero ventura,Q2631653,Q8615,11.0,11.0,1986-07-01,1986-12-08
gian piero ventura,Q2631653,Q2276413,11.0,11.0,1984-07-01,1986-06-30
gian piero ventura,Q2631653,Q2276413,11.0,11.0,1982-07-01,1983-06-30
gian piero ventura,Q2631653,Q3626520,11.0,11.0,1981-07-01,1982-06-30
hayden mullins,Q945233,Q2714,,,,
duncan ferguson,Q465623,Q5794,9.0,9.0,2019-01-01,2019-01-01
duncan ferguson,Q465623,Q5794,9.0,9.0,2022-01-01,2022-01-01
duncan ferguson,Q465623,Q18512,9.0,11.0,2023-01-01,2023-07-04
duncan ferguson,Q465623,Q309059,11.0,,2023-09-26,
graeme jones,Q5592304,Q18520,9.0,9.0,2019-01-01,2020-01-01
graeme jones,Q5592304,Q19568,9.0,9.0,2020-01-01,2021-01-01
graeme jones,Q5592304,Q18716,9.0,9.0,2021-01-01,2021-01-01
graeme jones,Q5592304,Q18744,9.0,9.0,2018-01-01,2019-01-01
graeme jones,Q5592304,Q166776,9.0,9.0,2016-01-01,2018-01-01
graeme jones,Q5592304,Q5794,9.0,9.0,2013-01-01,2016-01-01
graeme jones,Q5592304,Q18750,9.0,9.0,2009-01-01,2013-01-01
graeme jones,Q5592304,Q18659,9.0,9.0,2007-01-01,2009-01-01
graeme jones,Q5592304,Q498473,9.0,9.0,2006-01-01,2007-01-01
graeme jones,Q5592304,Q18716,9.0,9.0,2021-01-01,2021-01-01
adam sadler,Q62073073,Q19481,,,,
sergi barjuan,Q342223,Q7156,11.0,,2021-10-29,
sergi barjuan,Q342223,Q13562063,9.0,9.0,2009-01-01,2011-01-01
sergi barjuan,Q342223,Q10407,9.0,9.0,2015-01-01,2015-01-01
sergi barjuan,Q342223,Q8835,9.0,9.0,2017-01-01,2017-01-01
sergi barjuan,Q342223,Q79380,11.0,11.0,2017-11-26,2019-07-03
sergi barjuan,Q342223,Q12249,9.0,9.0,2012-01-01,2014-01-01
sergi barjuan,Q342223,Q10467,9.0,,2021-01-01,
leon britton,Q1374216,Q18659,,,,
jacques abardonado,Q368200,Q132885,9.0,,2023-01-01,
darren fletcher,Q172792,Q18656,11.0,11.0,2026-01-05,2026-01-13
thomas schaaf,Q157370,Q51976,,,,
kelvin davis,Q576520,Q18732,,,,
mike stowell,Q6848955,Q19481,,,,
ray lewington,Q10600,Q19467,,,,
gustavo siviero,Q3824776,Q855199,11.0,11.0,2015-01-21,2015-11-25
gustavo siviero,Q3824776,Q1040719,11.0,11.0,2016-07-14,2017-06-30
gustavo siviero,Q3824776,Q11963,11.0,11.0,2017-07-06,2017-10-15
gustavo siviero,Q3824776,Q12230,11.0,11.0,2012-07-04,2013-02-04
gustavo siviero,Q3824776,Q11963,9.0,9.0,2020-01-01,2020-01-01
gustavo siviero,Q3824776,Q2693,11.0,11.0,2008-03-11,2008-05-12
gustavo siviero,Q3824776,Q8835,11.0,11.0,2008-07-01,2009-06-30
gustavo siviero,Q3824776,Q855199,11.0,11.0,2010-10-03,2012-06-19
gustavo siviero,Q3824776,Q14564453,11.0,11.0,2013-08-05,2013-08-27
gustavo siviero,Q3824776,Q959341,11.0,11.0,2019-09-30,2020-01-20
gustavo siviero,Q3824776,Q78345783,11.0,11.0,2020-12-28,2023-04-17
gustavo siviero,Q3824776,Q914169,11.0,,2023-07-01,
albert stuivenberg,Q9144353,Q134241,,,,
albert stuivenberg,Q9144353,Q9617,,,,
willy sagnol,Q44513,Q15789,,,,
