priorita,club,allenatore,nostro_da,nostro_a,partite,ruolo,in_carica,confidenza,refutazione,verdetto,nota_breve,fonte
4,Spezia Calcio,Pasquale Marino,2018-08-04,2018-08-12,2,titolare,Pasquale Marino,alta,non_controllato,assente_da_wikidata,Marino è annunciato allenatore dello Spezia il 20/6/2018 e lascia il 30/5/2019: le partite dell'agosto 2018 so,https://it.wikipedia.org/wiki/Pasquale_Marino
4,FC Crotone,Giovanni Stroppa,2018-08-05,2018-08-12,2,titolare,Giovanni Stroppa,alta,non_controllato,date_diverse,Primo mandato al Crotone dal 20/06/2018 all'esonero del 29/10/2018: copre le gare del 5 e 12 agosto 2018; il 2,https://it.wikipedia.org/wiki/Giovanni_Stroppa
4,FC Crotone,Francesco Modesto,2021-08-16,2021-12-14,2,titolare,Francesco Modesto in entrambe le partite; Pasquale Marino dal 29/10/2021 al 10/12/2021,alta,non_controllato,date_diverse,Il nostro intervallo unico fonde DUE mandati distinti: le due partite (16/08 e 14/12/2021) sono entrambe di Mo,https://it.wikipedia.org/wiki/Francesco_Modesto
4,Frosinone Calcio,Massimiliano Alvini,2025-08-17,2025-09-23,2,titolare,Massimiliano Alvini,alta,non_controllato,nome_diverso,Alvini è il tecnico del Frosinone dal luglio 2025 e le nostre 2 partite sono proprio Coppa Italia col Monza (1,https://www.frosinonecalcio.com/alvini-e-il-nuovo-allenatore-del-frosinone/ | https://en.wikipedia.org/wiki/2025%E2%80%9326_Frosinone_Calcio_season | https://www.eurosport.it/calcio/serie-b/2025-2026/serie-b-ufficiale-massimiliano-alvini-e-il-nuovo-allenatore-del-frosinone_sto23198174/story.shtml
4,Arminia Bielefeld,Uli Forte,2022-07-31,2022-07-31,1,titolare,Uli Forte,alta,non_controllato,nome_diverso,Forte fu annunciato il 04/06/2022 con contratto fino al 2024 e sollevato il 17/08/2022 dopo cinque gare uffici,https://www.arminia.de/neues/schlagzeilen/detail/herzlich-willkommen-uli-forte | https://www.arminia.de/neues/schlagzeilen/detail/uli-forte-freigestellt | https://sport.sky.de/fussball/artikel/arminia-bielefeld-trainer-uli-forte-entlassen/12674974/33896
4,FC St. Pauli,Olaf Janßen,2017-08-14,2017-08-14,1,titolare,Olaf Janßen,alta,non_controllato,assente_da_wikidata,Janßen è Cheftrainer (non vice né interim) del St. Pauli dal 24/5/2017 al 6/12/2017: la gara di DFB-Pokal del ,https://de.wikipedia.org/wiki/Olaf_Jan%C3%9Fen
4,Hamburger SV,Daniel Thioune,2020-09-14,2020-09-14,1,titolare,Daniel Thioune,alta,non_controllato,assente_da_wikidata,Thioune era titolare dell'HSV per tutta la stagione 2020/21: la singola partita del 14/09/2020 e' il 1o turno ,https://de.wikipedia.org/wiki/Daniel_Thioune
4,Hannover 96,Mirko Slomka,2019-08-12,2019-08-12,1,titolare,Mirko Slomka,alta,non_controllato,assente_da_wikidata,"Secondo mandato di Slomka all'Hannover 96, in carica dall'inizio della stagione 2019/20 fino a novembre 2019: ",https://de.wikipedia.org/wiki/Mirko_Slomka
4,SpVgg Greuther Fürth,Marc Schneider,2022-07-30,2022-07-30,1,titolare,Marc Schneider,alta,non_controllato,nome_diverso,"Schneider era il titolare del Fürth (annunciato a maggio 2022 con contratto biennale, esonerato il 15/10/2022)",https://www.kicker.de/zweijahresvertrag-schneider-wird-neuer-kleeblatt-trainer-902540/artikel | https://en.wikipedia.org/wiki/2022%E2%80%9323_SpVgg_Greuther_F%C3%BCrth_season | https://www.kicker.de/marc-schneider/trainer/dfb-pokal/2022-23/spvgg-greuther-fuerth
4,VfL Bochum,Ismail Atalan,2017-08-13,2017-08-13,1,titolare,Ismail Atalan,alta,non_controllato,assente_da_wikidata,Atalan nominato al VfL Bochum l'11/07/2017 ed esonerato il 09/10/2017: il 13/08/2017 (1o turno di DFB-Pokal) e,https://de.wikipedia.org/wiki/Ismail_Atalan
4,Holstein Kiel,André Schubert,2019-08-11,2019-08-11,1,titolare,André Schubert,alta,non_controllato,assente_da_wikidata,Schubert titolare dell'Holstein Kiel dall'inizio della stagione 2019/20 fino all'esonero del 15/09/2019: l'11/,https://de.wikipedia.org/wiki/Andr%C3%A9_Schubert
4,Sunderland AFC,Lee Johnson,2021-11-06,2021-11-06,1,titolare,Lee Johnson,alta,non_controllato,assente_da_wikidata,Johnson head coach del Sunderland da dicembre 2020 al 30/01/2022: il 06/11/2021 (1o turno di FA Cup) e' in pie,https://en.wikipedia.org/wiki/Lee_Johnson_(footballer) | https://en.wikipedia.org/wiki/List_of_Sunderland_A.F.C._managers
4,Real Valladolid CF,Guillermo Almada,2025-10-29,2025-10-29,1,titolare,Guillermo Almada,alta,non_controllato,assente_da_wikidata,Almada ufficializzato al Real Valladolid l'08/07/2025 ed esonerato il 15/12/2025: il 29/10/2025 (1o turno di C,https://es.wikipedia.org/wiki/Guillermo_Almada
4,Rayo Vallecano,Francisco Rodríguez,2024-02-11,2024-02-11,1,titolare,Francisco Rodríguez,alta,non_controllato,nome_diverso,"Il 'Francisco Javier Rodríguez Vílchez' di Wikidata è la stessa persona (Francisco), in carica fino al 13/02/2",https://en.wikipedia.org/wiki/2023%E2%80%9324_Rayo_Vallecano_season | https://unionrayo.com/francisco-sancion-dos-partidos-expulsion/ | https://es-us.noticias.yahoo.com/deportes/partidos-francisco-tchouameni-unai-garc%C3%ADa-173620525.html
4,Leeds United,Thomas Christiansen,2018-01-07,2018-01-07,1,titolare,Thomas Christiansen,alta,non_controllato,assente_da_wikidata,Christiansen head coach del Leeds United dal 15/06/2017 all'esonero del 04/02/2018: il 07/01/2018 (3o turno di,https://en.wikipedia.org/wiki/Thomas_Christiansen
4,UD Las Palmas,Luis García,2025-10-28,2025-10-28,1,titolare,Luis García,alta,non_controllato,nome_diverso,"Stessa persona: 'Luis García' è Luis García Fernández (Oviedo, 1981), allenatore del Las Palmas dall'estate 20",https://www.udlaspalmas.es/en/news/luis-garcia-nuevo-entrenador-de-la-ud-las-palmas | https://www.udlaspalmas.net/2025/10/28/luis-garcia-hay-que-dar-la-enhorabuena-al-rival-y-seguir-adelante/ | https://es.wikipedia.org/wiki/Luis_Garc%C3%ADa_Fern%C3%A1ndez
4,Venezia FC,Stefano Vecchi,2018-08-05,2018-08-05,1,titolare,Stefano Vecchi,alta,non_controllato,assente_da_wikidata,"Vecchi era l'allenatore titolare del Venezia a inizio 2018-19 (giornate 1-7, poi Zenga e Cosmi): la Coppa Ital",https://it.wikipedia.org/wiki/Venezia_Football_Club_2018-2019
4,FC Empoli,Vincenzo Vivarini,2017-08-05,2017-08-05,1,titolare,Vincenzo Vivarini,alta,non_controllato,assente_da_wikidata,Vivarini era il titolare dell'Empoli dall'inizio della stagione 2017-18 fino alla 19ª giornata (sostituito da ,https://it.wikipedia.org/wiki/Empoli_Football_Club_2017-2018
4,FC Empoli,Roberto Muzzi,2019-12-03,2019-12-03,1,titolare,Roberto Muzzi,alta,non_controllato,nome_diverso,"Muzzi era allenatore TITOLARE dell'Empoli (nominato il 14/11/2019 dopo l'esonero di Bucchi, esonerato a sua vo",https://www.ansa.it/sito/notizie/sport/calcio/2019/11/14/empoli-muzzi-nuovo-allenatore_4574e70b-c94a-4a59-94aa-cf9544815946.html | https://sport.sky.it/calcio/coppa-italia/2019/12/03/cremonese-empoli-1-0-gol-coppa-italia | https://www.empolichannel.it/2020/01/26/ufficiale-muzzi-esonerato-il-comunicato-dellempoli-fc/
4,West Bromwich Albion,Eric Ramsay,2026-02-14,2026-02-14,1,titolare,Eric Ramsay,alta,non_controllato,nome_diverso,Ramsay era head coach titolare del West Brom dall'11/01 al 24/02/2026 e in panchina il 14/02/2026 a Norwich (F,https://en.wikipedia.org/wiki/2025%E2%80%9326_West_Bromwich_Albion_F.C._season | https://www.espn.com/soccer/report/_/gameId/401850909 | https://www.skysports.com/football/news/11698/13510277/eric-ramsay-sacked-west-brom-part-company-with-boss-after-failing-to-win-in-eight-league-games
4,Como 1907,Marco Banchini,2018-07-29,2018-07-29,1,titolare,Marco Banchini,alta,non_controllato,assente_da_wikidata,Banchini annunciato allenatore del Como il 27 luglio 2018 ed è lui in panchina due giorni dopo nel primo turno,https://it.wikipedia.org/wiki/Como_1907_2018-2019
4,Como 1907,Moreno Longo,2023-08-13,2023-08-13,1,titolare,Moreno Longo,alta,non_controllato,assente_da_wikidata,"Longo era il titolare del Como all'avvio della stagione 2023-24 (in panchina fino alla 13ª giornata, con la so",https://it.wikipedia.org/wiki/Como_1907_2023-2024
4,Málaga CF,Juan Muñiz,2018-09-11,2018-09-11,1,titolare,Juan Ramón López Muñiz,alta,non_controllato,assente_da_wikidata,"Stessa persona: il nostro ""Juan Muñiz"" è Juan Ramón López Muñiz, titolare del Málaga per tutta la 2018-19 fino",https://es.wikipedia.org/wiki/Juan_Ram%C3%B3n_L%C3%B3pez_Mu%C3%B1iz
4,Málaga CF,Víctor Sánchez,2019-12-17,2019-12-17,1,titolare,Víctor Sánchez del Amo,alta,non_controllato,assente_da_wikidata,"Stessa persona: il nostro ""Víctor Sánchez"" è Víctor Sánchez del Amo, titolare del Málaga dal 15 aprile 2019 fi",https://es.wikipedia.org/wiki/V%C3%ADctor_S%C3%A1nchez_del_Amo
4,Málaga CF,Juan Funes,2025-12-03,2025-12-03,1,titolare,Juan Francisco 'Juanfran' Funes,alta,non_controllato,nome_diverso,"Wikidata e' ferma a Pellicer, esonerato nel novembre 2025: Funes (ex tecnico dell'Atletico Malagueno) e' stato",https://www.malagacf.com/en/news/funes-nuevo-entrenador-del-primer-equipo-del-malaga-cf | https://www.eldesmarque.com/futbol/20251119/funes-nuevo-entrenador-malaga-cf_18_017676160.html | https://www.cope.es/emisoras/andalucia/malaga-provincia/malaga/deportes-cope-malaga/noticias/funes-disecciona-ko-malaga-copa-pide-perdon-aficion-20251204_3265057.html
4,Elche CF,Josico,2017-11-29,2017-11-29,1,titolare,Josico,alta,non_controllato,assente_da_wikidata,Josico Moreno (Jose Joaquin Moreno Verdu) nominato allenatore titolare dell'Elche il 20/11/2017 al posto di Vi,https://es.wikipedia.org/wiki/Josico_Moreno
4,US Cremonese,Andrea Mandorlini,2018-08-05,2018-08-05,1,titolare,Andrea Mandorlini,alta,non_controllato,assente_da_wikidata,"Mandorlini alla Cremonese dal 24/04/2018, confermato per il 2018-19 ed esonerato il 4/11/2018 (guida le giorna",https://it.wikipedia.org/wiki/Andrea_Mandorlini | https://it.wikipedia.org/wiki/Unione_Sportiva_Cremonese_2018-2019
4,US Cremonese,Massimo Rastelli,2020-01-14,2020-01-14,1,titolare,Massimo Rastelli,alta,non_controllato,nome_diverso,Secondo mandato: la Cremonese richiama Rastelli l'8/1/2020 dopo l'esonero di Baroni (che Wikidata chiude propr,https://sport.sky.it/calcio/serie-b/2020/01/08/cremonese-baroni-esonero-rastelli | https://gianlucadimarzio.com/it/rastelli-nuovo-allenatore-cremonese-8-gennaio-2020
4,US Cremonese,Fabio Pecchia,2021-08-15,2021-08-15,1,titolare,Fabio Pecchia,alta,non_controllato,assente_da_wikidata,Pecchia subentra a Bisoli il 7/01/2021 e resta titolare per tutta la 2021-22 senza cambi: il 15/08/2021 (Coppa,https://it.wikipedia.org/wiki/Fabio_Pecchia | https://it.wikipedia.org/wiki/Unione_Sportiva_Cremonese_2021-2022
4,Swansea City,Vítor Matos,2026-01-11,2026-01-11,1,titolare,Vítor Matos,alta,non_controllato,nome_diverso,"Sheehan esonerato l'11/11/2025, Matos nominato il 24/11/2025 con contratto di tre anni e mezzo: all'11/1/2026 ",https://en.wikipedia.org/wiki/2025%E2%80%9326_Swansea_City_A.F.C._season | https://www.swanseacity.com/news/swansea-city-appoint-vitor-matos-head-coach
4,SPAL,Pep Clotet,2021-08-14,2021-08-14,1,titolare,Pep Clotet,alta,non_controllato,assente_da_wikidata,"Clotet nominato dalla SPAL il 2/07/2021 e sostituito da Venturato il 5/01/2022 (giornate 1-18): il 14/08/2021,",https://it.wikipedia.org/wiki/S.P.A.L._2021-2022
4,SPAL,Roberto Venturato,2022-08-06,2022-08-06,1,titolare,Roberto Venturato,alta,non_controllato,assente_da_wikidata,"Venturato apre da titolare la stagione 2022-23 della SPAL (giornate 1-8, esonerato dopo il 9/10/2022, poi De R",https://it.wikipedia.org/wiki/S.P.A.L._2022-2023 | https://it.wikipedia.org/wiki/S.P.A.L._2021-2022
4,UD Almería,Luis Miguel Ramis,2017-09-05,2017-09-05,1,titolare,Luis Miguel Ramis,alta,non_controllato,assente_da_wikidata,Ramis firma con l'Almeria il 15/03/2017 ed e' destituito il 12/11/2017 dopo 14 giornate: il 5/09/2017 era pien,https://es.wikipedia.org/wiki/Luis_Miguel_Ramis
4,UD Almería,Guti,2019-12-19,2019-12-19,1,titolare,Guti (José María Gutiérrez Hernández),alta,non_controllato,nome_diverso,"Stessa persona: «Guti» è il nome d'arte di José María Gutiérrez Hernández, allenatore dell'Almería da novembre",https://www.cdeportiva.com/2019/11/guti-nuevo-entrenador-almeria/ | https://www.goal.com/es/noticias/guti-destituido-como-entrenador-del-almeria/xke3saswhoyl1jxvfzyi70ezb | https://en.wikipedia.org/wiki/Guti
4,FC Crotone,Massimo Oddo,2018-12-04,2018-12-04,1,titolare,Massimo Oddo,alta,non_controllato,nome_diverso,"L'interruzione è reale ma legittima: Stroppa esonerato il 29/10/2018 e sostituito da Oddo, che si dimette il 2",https://sport.sky.it/calcio/serie-b/2018/10/29/crotone-esonero-stroppa-oddo-allenatore-ufficiale.html | https://sport.sky.it/calcio/serie-b/2018/12/28/crotone-oddo-dimissioni-torna-stroppa-ufficiale
4,FC Crotone,Lamberto Zauli,2023-08-14,2023-08-14,1,titolare,Lamberto Zauli,alta,non_controllato,nome_diverso,Zauli è l'allenatore del Crotone 2023-24 (contratto fino al 30/6/2024) e guida la squadra nella gara di Coppa ,https://www.fccrotone.it/in-evidenza/lamberto-zauli-e-il-nuovo-allenatore-del-crotone/ | https://m.tuttomercatoweb.com/serie-c/crotone-arriva-la-coppa-italia-la-lista-dei-convocati-di-zauli-per-il-match-con-la-cremonese-1863864
4,SD Huesca,Rubi,2017-09-06,2017-09-06,1,titolare,Rubi,alta,non_controllato,assente_da_wikidata,Rubi (Joan Francesc Ferrer Sicilia) fu titolare dell'Huesca dal 23/06/2017 al 03/06/2018 (promozione in Liga):,https://en.wikipedia.org/wiki/Rubi_(footballer) | https://en.wikipedia.org/wiki/2017%E2%80%9318_Copa_del_Rey
4,SD Huesca,Cuco Ziganda,2022-11-13,2022-11-13,1,titolare,José Ángel «Cuco» Ziganda,alta,non_controllato,nome_diverso,"Stessa persona: «Cuco» è il soprannome di José Ángel Ziganda, allenatore dell'Huesca dal giugno 2022 — le date",https://www.sdhuesca.es/en/news/sd-huesca-appoints-jose-angel-ziganda-as-manager | https://en.wikipedia.org/wiki/Jos%C3%A9_%C3%81ngel_Ziganda
4,SD Huesca,Sergi Guilló,2025-10-28,2025-10-28,1,titolare,Sergi Guilló,alta,non_controllato,nome_diverso,Guilló nominato il 13/6/2025 (dal Mérida) come successore di Hidalgo ed esonerato il 10/11/2025: al 28/10/2025,https://www.eldiariodehuesca.com/deportes/sergi-guillo-cesado-como-entrenador-sd-huesca_37880_102.html
4,Granada CF,José Luis Oltra,2017-09-06,2017-09-06,1,titolare,José Luis Oltra,alta,non_controllato,assente_da_wikidata,Oltra fu titolare del Granada dal 03/06/2017 al 19/03/2018 (32 panchine): la nostra unica partita e' Granada-Z,https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_Oltra | https://en.wikipedia.org/wiki/2017%E2%80%9318_Copa_del_Rey
5,Girona FC,Míchel,2021-12-02,2026-05-23,175,titolare,Míchel,alta,regge,nome_diverso,"Stessa persona: «Míchel» è il nome d'arte di Miguel Ángel Sánchez Muñoz, allenatore del Girona dall'estate 202",https://www.gironafc.cat/es/noticias/miguel-angel-sanchez-michel-nuevo-entrenador-del-girona-fc | https://es.wikipedia.org/wiki/Miguel_%C3%81ngel_S%C3%A1nchez_Mu%C3%B1oz
5,Real Valladolid CF,Sergio,2018-08-17,2021-05-22,125,titolare,Sergio,alta,regge,nome_diverso,"Stessa persona: «Sergio» è Sergio González Soriano, nominato al Valladolid il 10/04/2018 (in Segunda) e rimast",https://es.wikipedia.org/wiki/Sergio_Gonz%C3%A1lez_Soriano | https://www.vavel.com/es/futbol/2018/04/10/real-valladolid/902562-sergio-gonzalez-nuevo-entrenador-del-real-valladolid.html
5,Villarreal CF,Marcelino,2023-11-22,2026-05-24,121,titolare,Marcelino,alta,regge,nome_diverso,"Stessa persona: «Marcelino» è Marcelino García Toral, accordo col Villarreal il 13/11/2023 (dopo Setién e Pach",https://en.wikipedia.org/wiki/Marcelino_Garc%C3%ADa_Toral | https://villarrealcf.es/es/gracias-marce/
5,FC Toulouse,Carles Martínez,2023-08-13,2026-05-10,110,titolare,Carles Martínez,alta,regge,nome_diverso,"Stessa persona: Carles Martínez Novell, nominato tecnico del Toulouse il 14/06/2023 (era vice di Montanier); e",https://www.toulousefc.com/play/blog/2023/06/carles-martinez-novell-nomme-entraineur-de-lequipe-professionnelle | https://en.wikipedia.org/wiki/Carles_Mart%C3%ADnez_Novell | https://www.franceinfo.fr/sports/foot/ligue-1-l-entraineur-carles-martinez-novell-quittera-toulouse-en-fin-de-saison_7971896.html
5,Valencia CF,Marcelino,2017-08-18,2019-09-01,110,titolare,Marcelino,alta,regge,nome_diverso,"Stessa persona: Marcelino García Toral, ingaggiato dal Valencia l'11/05/2017 ed esonerato l'11/09/2019 dopo tr",https://en.wikipedia.org/wiki/Marcelino_Garc%C3%ADa_Toral | https://eldesmarque.com/valencia/valencia-cf/noticias/208488-oficial-el-valencia-destituye-a-marcelino
5,Granada CF,Diego Martínez,2018-09-13,2021-05-23,104,titolare,Diego Martínez,alta,regge,nome_diverso,"Stessa persona: Diego Martínez Penas, tre stagioni al Granada (2018-2021: promozione, 7° posto ed Europa Leagu",https://es.wikipedia.org/wiki/Diego_Mart%C3%ADnez_Penas | https://www.bdfutbol.com/en/l/l500431.html
5,Athletic Bilbao,Marcelino,2021-01-06,2022-05-22,75,titolare,Marcelino,alta,regge,nome_diverso,"Stessa persona: Marcelino García Toral, firmato dall'Athletic il 3-4/01/2021 al posto di Garitano e in panchin",https://www.athletic-club.eus/en/news/2021/01/04/marcelino-garcia-toral-athletic-clubs-new-head-coach/ | https://en.wikipedia.org/wiki/Marcelino_Garc%C3%ADa_Toral
5,Deportivo Alavés,Luis García,2022-11-13,2024-11-30,62,titolare,Luis García,alta,regge,nome_diverso,"Stessa persona: «Luis García» è Luis García Plaza, all'Alavés dall'estate 2022 (promozione 2023) ed esonerato ",https://www.infobae.com/espana/agencias/2024/12/02/luis-garcia-plaza-alaves-tercer-tecnico-destituido-esta-temporada-en-laliga-ea-sports/ | https://en.wikipedia.org/wiki/2024%E2%80%9325_Deportivo_Alav%C3%A9s_season
5,FC Crotone,Davide Nicola,2016-08-14,2017-12-04,56,titolare,Davide Nicola,alta,regge,nome_diverso,"La data Wikidata di Zenga e' sfasata di un anno: Zenga arriva l'8 dicembre 2017, non 2016. Nicola dirige fino ",https://en.wikipedia.org/wiki/2017%E2%80%9318_FC_Crotone_season | http://www.espn.co.uk/football/crotone/story/3302235/crotone-appoint-walter-zenga-as-coach-to-replace-davide-nicola | https://calcio.fanpage.it/walter-zenga-e-il-nuovo-allenatore-del-crotone/
5,Athletic Bilbao,Cuco Ziganda,2017-07-27,2018-05-20,54,titolare,Cuco Ziganda (Jose Angel Ziganda),alta,regge,nome_diverso,"Stessa persona: 'Cuco' e' il soprannome di Jose Angel Ziganda, titolare dell'Athletic per tutta la 2017-18 (16",https://en.wikipedia.org/wiki/Jos%C3%A9_%C3%81ngel_Ziganda | https://www.eitb.eus/es/deportes/futbol/athletic/detalle/4856821/jose-angel-ziganda-nuevo-entrenador-athletic-club/ | https://en.wikipedia.org/wiki/2017%E2%80%9318_Athletic_Bilbao_season
5,Stade Reims,Óscar García,2021-08-08,2022-10-08,48,titolare,Oscar Garcia Junyent,alta,regge,nome_diverso,"Stessa persona: Oscar Garcia = Oscar Garcia Junyent. Ultima panchina l'8/10/2022 (pareggio col PSG), esonerato",https://es.wikipedia.org/wiki/%C3%93scar_Garc%C3%ADa_Junyent | https://en.wikipedia.org/wiki/2022%E2%80%9323_Stade_de_Reims_season | https://www.eldesmarque.com/vigo/celta/noticias/178508-el-reims-destituye-por-malos-resultados-a-oscar-garcia-cinco-dias-despues-de-empatarle-al-psg
5,Valencia CF,Pepe Bordalás,2021-08-13,2022-05-21,46,titolare,Jose 'Pepe' Bordalas,alta,regge,nome_diverso,Stessa persona: 'Pepe' e' il diminutivo spagnolo di Jose; Jose Bordalas Jimenez ha guidato il Valencia per tut,https://www.valenciacf.com/en-presentacion-de-jose-bordalas-como-nuevo-entrenador-del-valencia-cf | https://en.wikipedia.org/wiki/2021%E2%80%9322_Valencia_CF_season | https://www.laliga.com/noticias/jose-bordalas-deja-de-ser-entrenador-del-valencia-cf
5,RCD Espanyol Barcelona,Rubi,2018-08-18,2019-05-18,44,titolare,Rubi (Joan Francesc Ferrer Sicilia),alta,regge,nome_diverso,"Stessa persona (Rubi = Joan Francesc Ferrer Sicilia), titolare per l'intera 2018-19. L'interruzione riguarda D",https://en.wikipedia.org/wiki/Rubi_(footballer) | https://www.bdfutbol.com/en/l/l500025.html
5,Girona FC,Eusebio,2018-08-17,2019-05-18,44,titolare,Eusebio Sacristan,alta,regge,nome_diverso,"Stessa persona: l'allenatore noto come 'Eusebio' e' Eusebio Sacristan Mena, sulla panchina del Girona per tutt",https://www.gironafc.cat/es/noticias/eusebio-sacristan-dirigira-al-girona | https://www.gironafc.cat/es/noticias/eusebio-sacristan-no-continuara-en-el-girona-fc | https://en.wikipedia.org/wiki/2018%E2%80%9319_Girona_FC_season
5,UD Las Palmas,Xavier García Pimienta,2022-11-13,2024-05-26,43,titolare,Francisco Javier 'Xavi' Garcia Pimienta,alta,regge,nome_diverso,"Stessa persona: Xavier/Xavi Garcia Pimienta = Francisco Javier Garcia Pimienta. In carica dal 24/1/2022, ma il",https://es.wikipedia.org/wiki/Francisco_Javier_Garc%C3%ADa_Pimienta | https://www.udlaspalmas.net/2022/01/24/oficial-garcia-pimienta-nuevo-entrenador-de-la-ud/ | https://www.transfermarkt.es/oficial-garcia-pimienta-es-el-nuevo-entrenador-de-la-ud-las-palmas/view/news/398818
5,UD Almería,Rubi,2021-11-30,2023-06-04,42,titolare,Rubi (Joan Francesc Ferrer Sicilia),alta,regge,nome_diverso,Stessa persona (Rubi = Joan Francesc Ferrer Sicilia). Nominato ad aprile 2021 con l'Almeria in Segunda: la pri,https://www.udalmeriasad.com/en/news/rubi-appointed-new-head-coach-of-ud-almeria | https://en.wikipedia.org/wiki/Rubi_(footballer)
5,SpVgg Greuther Fürth,Stefan Leitl,2019-08-11,2022-05-14,39,titolare,Stefan Leitl,alta,regge,nome_diverso,Leitl è titolare del Fürth dal febbraio 2019 a fine stagione 2021-22 (annuncia l'addio il 27/04/2022): copre t,https://en.wikipedia.org/wiki/Stefan_Leitl | https://www.fuerthwiki.de/wiki/index.php/Stefan_Leitl | https://en.wikipedia.org/wiki/Jan_Siewert
5,RCD Mallorca,Luis García,2020-12-16,2022-03-20,36,titolare,Luis García Plaza,alta,regge,nome_diverso,"Stessa persona: ""Luis García"" è il nome d'uso di Luis García Plaza, tecnico del Mallorca dal 06/08/2020 all'es",https://es.wikipedia.org/wiki/Luis_Garc%C3%ADa_Plaza | https://www.ultimahora.es/deportes/real-mallorca/2022/03/22/1713465/liga-santander-real-mallorca-luis-garcia-plaza-destituido.html | https://en.wikipedia.org/wiki/2021%E2%80%9322_RCD_Mallorca_season
5,Sevilla FC,Xavier García Pimienta,2024-08-16,2025-04-11,34,titolare,Francisco Javier (Xavi) García Pimienta,alta,regge,nome_diverso,"Stessa persona: ""Xavi/Xavier García Pimienta"" è il nome d'uso di Francisco Javier García Pimienta, tecnico del",https://sevillafc.es/en/actualidad/noticias/destitucion-garcia-pimienta-sevilla-fc-abril-25 | https://en.wikipedia.org/wiki/2024%E2%80%9325_Sevilla_FC_season | https://www.infobae.com/america/agencias/2025/04/13/garcia-pimienta-destituido-como-entrenador-del-sevilla/
5,Elche CF,Francisco Rodríguez,2021-12-02,2022-10-03,34,titolare,"Francisco Javier Rodríguez Vílchez (""Francisco"")",alta,regge,nome_diverso,"Stessa persona: ""Francisco Rodríguez"" è Francisco Javier Rodríguez Vílchez, all'Elche dal 28/11/2021 all'esone",https://es.wikipedia.org/wiki/Francisco_Rodr%C3%ADguez_V%C3%ADlchez | https://www.elchecf.es/noticias/oficial-francisco-nuevo-entrenador-del-elche-c-f | https://es.soccerway.com/noticias/el-elche-destituye-a-francisco-tras-siete-jornadas-sin-conocer-la-victoria/YRwsXx7c
5,Real Valladolid CF,Pacheta,2021-11-30,2023-04-02,32,titolare,"José Rojo Martín ""Pacheta""",alta,regge,nome_diverso,"Stessa persona: ""Pacheta"" è il soprannome di José Rojo Martín, al Valladolid dall'estate 2021 all'esonero del ",https://es.soccerway.com/noticias/pacheta/WjEPfA9onZdPEiqF | https://sorianoticias.com/noticia/2023-04-03-el-valladolid-destituye-a-un-pacheta-que-deja-a-su-equipo-fuera-del-descenso-99304 | https://www.goal.com/es/noticias/el-valladolid-decide-despedir-a-pacheta/bltf902bdd1fba13e6b
5,SD Huesca,Francisco Rodríguez,2018-10-21,2019-05-18,32,titolare,"Francisco Javier Rodríguez Vílchez (""Francisco"")",alta,regge,nome_diverso,"Stessa persona: ""Francisco Rodríguez"" è Francisco Javier Rodríguez Vílchez, all'Huesca dal 10/10/2018 (subentr",https://es.wikipedia.org/wiki/Francisco_Rodr%C3%ADguez_V%C3%ADlchez | https://www.cuatro.com/deportes/Francisco-Rodriguez-entrenador-Huesca_0_2640750141.html | https://en.wikipedia.org/wiki/2018%E2%80%9319_SD_Huesca_season
5,Rayo Vallecano,Míchel,2017-09-06,2019-03-17,31,titolare,"Miguel Ángel Sánchez Muñoz ""Míchel""",alta,regge,nome_diverso,"Stessa persona: ""Míchel"" è Miguel Ángel Sánchez Muñoz, al Rayo dal 21/02/2017 all'esonero del 18/03/2019 (nost",https://es.wikipedia.org/wiki/Miguel_%C3%81ngel_S%C3%A1nchez_Mu%C3%B1oz | https://www.elespanol.com/deportes/futbol/20190318/michel-destituido-entrenador-rayo-vallecano/384212661_0.html | https://en.wikipedia.org/wiki/Carlos_Or%C3%BAe
5,UD Las Palmas,Diego Martínez,2024-10-21,2025-05-24,31,titolare,Diego Martínez Penas,alta,regge,nome_diverso,"Stessa persona: ""Diego Martínez"" è Diego Martínez Penas, al Las Palmas dall'08/10/2024 (subentra a Luis Carrió",https://www.udlaspalmas.es/noticias/diego-martinez-concluye-su-etapa-en-la-ud-las-palmas | https://www.infobae.com/america/agencias/2024/10/08/diego-martinez-nuevo-entrenador-de-la-ud-las-palmas-hasta-2025-y-un-ano-mas-opcional/ | https://en.wikipedia.org/wiki/2024%E2%80%9325_UD_Las_Palmas_season
5,RCD Espanyol Barcelona,Diego Martínez,2022-08-13,2023-04-01,30,titolare,Diego Martínez,alta,regge,nome_diverso,"Stessa persona: Diego Martínez = Diego Martínez Penas, annunciato il 31/05/2022 ed esonerato il 03/04/2023 dop","https://es.wikipedia.org/wiki/Diego_Mart%C3%ADnez_Penas | https://en.wikipedia.org/wiki/Diego_Mart%C3%ADnez_(Spanish_footballer,_born_1980)"
