Competizione,Turno,Data,Casa,Ospite,Periodo,Lato,Squadra,ID partita,Cartellini gialli,Cartellini rossi,Possesso palla,Tiri totali,Tiri in porta,Calci d'angolo,Goal previsti (xG),Grandi occasioni,Passaggi,Tiri fuori,xG sui Tiri in porta (xGOT),Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Gol di testa,Fuorigioco,Punizioni,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Rimesse Laterali,Passaggi lunghi,Passaggi offensivi,Cross,Assist previsti (xA),Falli,Tackles,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Parate,xGot affrontati,Gol evitati
Copa del Rey,2° turno,03.12.2025,Quintanar del Rey,Elche,Supplementari,Casa,Quintanar del Rey,nLQZ8gam,1.0,,22%,3.0,1.0,0.0,0.09,0.0,55% (30/55),2.0,0.02,0.0,0.0,3.0,0.0,,1.0,3.0,1.0,0.0,4.0,53% (10/19),47% (8/17),0% (0/2),0.06,7.0,100% (3/3),9.0,9.0,4.0,0.0,1.0,1.0,0.18,-0.82
Copa del Rey,2° turno,03.12.2025,Quintanar del Rey,Elche,Supplementari,Ospite,Elche,nLQZ8gam,1.0,,78%,6.0,2.0,1.0,0.28,0.0,84% (162/192),2.0,0.18,2.0,4.0,2.0,0.0,,0.0,7.0,11.0,0.0,9.0,44% (7/16),76% (50/66),25% (1/4),0.26,3.0,75% (3/4),15.0,3.0,1.0,0.0,0.0,1.0,0.02,0.02
Copa del Rey,2° turno,03.12.2025,Antoniano,Villarreal,Totale,Casa,Antoniano,Mc3fb3oS,1.0,,26%,12.0,2.0,4.0,0.97,1.0,51% (117/230),8.0,0.74,2.0,3.0,9.0,1.0,1.0,2.0,13.0,21.0,0.0,25.0,30% (27/89),34% (35/103),7% (1/15),0.23,18.0,72% (21/29),62.0,58.0,12.0,0.0,0.0,10.0,2.59,1.59
Copa del Rey,2° turno,03.12.2025,Antoniano,Villarreal,Totale,Ospite,Villarreal,Mc3fb3oS,2.0,,74%,41.0,12.0,18.0,2.95,3.0,82% (545/661),14.0,2.59,15.0,29.0,12.0,0.0,1.0,2.0,18.0,81.0,0.0,31.0,59% (49/83),78% (245/313),27% (13/49),2.67,13.0,62% (13/21),68.0,34.0,7.0,1.0,0.0,1.0,0.74,-0.26
Copa del Rey,2° turno,03.12.2025,Antoniano,Villarreal,1° tempo,Casa,Antoniano,Mc3fb3oS,0.0,,25%,5.0,1.0,4.0,0.19,0.0,47% (34/73),3.0,0.09,1.0,1.0,4.0,0.0,,0.0,5.0,12.0,0.0,8.0,26% (8/31),42% (15/36),8% (1/12),0.09,6.0,82% (9/11),22.0,17.0,6.0,0.0,0.0,2.0,0.12,0.12
Copa del Rey,2° turno,03.12.2025,Antoniano,Villarreal,1° tempo,Ospite,Villarreal,Mc3fb3oS,1.0,,75%,13.0,2.0,4.0,0.69,0.0,84% (204/244),7.0,0.12,4.0,7.0,6.0,0.0,,0.0,6.0,27.0,0.0,12.0,53% (16/30),78% (93/119),29% (4/14),1.02,5.0,70% (7/10),24.0,17.0,4.0,0.0,0.0,1.0,0.09,0.09
Copa del Rey,2° turno,03.12.2025,Antoniano,Villarreal,2° tempo,Casa,Antoniano,Mc3fb3oS,1.0,,25%,2.0,0.0,0.0,0.04,0.0,59% (52/88),2.0,0.0,0.0,0.0,2.0,0.0,,1.0,5.0,6.0,0.0,10.0,34% (12/35),28% (11/39),0% (0/3),0.11,9.0,71% (5/7),17.0,26.0,5.0,0.0,0.0,2.0,0.43,0.43
Copa del Rey,2° turno,03.12.2025,Antoniano,Villarreal,2° tempo,Ospite,Villarreal,Mc3fb3oS,1.0,,75%,17.0,3.0,10.0,1.4,2.0,83% (206/247),5.0,0.43,9.0,11.0,6.0,0.0,,2.0,9.0,25.0,0.0,8.0,75% (21/28),79% (95/121),23% (5/22),0.71,5.0,50% (3/6),30.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
Copa del Rey,2° turno,03.12.2025,Antoniano,Villarreal,Supplementari,Casa,Antoniano,Mc3fb3oS,,,27%,5.0,1.0,0.0,0.74,1.0,45% (31/69),3.0,0.65,1.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,7.0,30% (7/23),32% (9/28),0% (0/0),0.03,3.0,64% (7/11),23.0,15.0,1.0,0.0,0.0,6.0,2.04,1.04
Copa del Rey,2° turno,03.12.2025,Antoniano,Villarreal,Supplementari,Ospite,Villarreal,Mc3fb3oS,,,73%,11.0,7.0,4.0,0.86,1.0,79% (135/170),2.0,2.04,2.0,11.0,0.0,0.0,1.0,0.0,3.0,29.0,0.0,11.0,48% (12/25),78% (57/73),31% (4/13),0.94,3.0,60% (3/5),14.0,7.0,1.0,1.0,0.0,0.0,0.65,-0.35
Copa del Rey,2° turno,03.12.2025,Ourense CF,Girona,Totale,Casa,Ourense CF,Svn9NhEt,1.0,,37%,13.0,6.0,1.0,1.31,2.0,73% (215/293),6.0,1.42,1.0,8.0,5.0,0.0,1.0,2.0,14.0,15.0,0.0,13.0,40% (28/70),59% (62/105),33% (3/9),0.6,15.0,100% (14/14),42.0,12.0,12.0,0.0,0.0,4.0,2.58,1.58
Copa del Rey,2° turno,03.12.2025,Ourense CF,Girona,Totale,Ospite,Girona,Svn9NhEt,3.0,,63%,19.0,5.0,5.0,2.68,3.0,87% (430/495),8.0,2.58,6.0,12.0,7.0,1.0,0.0,1.0,15.0,23.0,0.0,18.0,45% (22/49),77% (116/150),20% (2/10),0.66,14.0,55% (6/11),32.0,20.0,8.0,0.0,1.0,4.0,1.42,-0.58
Copa del Rey,2° turno,03.12.2025,Ourense CF,Girona,1° tempo,Casa,Ourense CF,Svn9NhEt,1.0,,34%,5.0,2.0,1.0,0.51,1.0,77% (111/144),2.0,0.36,1.0,3.0,2.0,0.0,1.0,0.0,7.0,5.0,0.0,5.0,45% (14/31),61% (28/46),67% (2/3),0.39,9.0,100% (9/9),21.0,5.0,3.0,0.0,0.0,3.0,2.36,1.36
Copa del Rey,2° turno,03.12.2025,Ourense CF,Girona,1° tempo,Ospite,Girona,Svn9NhEt,2.0,,66%,9.0,4.0,2.0,2.18,3.0,92% (263/286),3.0,2.36,2.0,7.0,2.0,0.0,0.0,0.0,9.0,14.0,0.0,6.0,57% (12/21),84% (79/94),20% (1/5),0.48,7.0,67% (2/3),17.0,9.0,5.0,0.0,0.0,1.0,0.36,-0.64
Copa del Rey,2° turno,03.12.2025,Ourense CF,Girona,2° tempo,Casa,Ourense CF,Svn9NhEt,0.0,,42%,8.0,4.0,0.0,0.8,1.0,70% (104/149),4.0,1.06,0.0,5.0,3.0,0.0,,2.0,7.0,10.0,0.0,8.0,36% (14/39),58% (34/59),17% (1/6),0.21,6.0,100% (5/5),21.0,7.0,9.0,0.0,0.0,1.0,0.22,0.22
Copa del Rey,2° turno,03.12.2025,Ourense CF,Girona,2° tempo,Ospite,Girona,Svn9NhEt,1.0,,58%,10.0,1.0,3.0,0.5,0.0,80% (167/209),5.0,0.22,4.0,5.0,5.0,1.0,,1.0,6.0,9.0,0.0,12.0,36% (10/28),66% (37/56),20% (1/5),0.18,7.0,50% (4/8),15.0,11.0,3.0,0.0,1.0,3.0,1.06,0.06
Copa del Rey,2° turno,03.12.2025,Pontevedra,Eibar,Totale,Casa,Pontevedra,vwUjvrfd,1.0,,55%,6.0,4.0,7.0,,,,2.0,,,,,,,2.0,13.0,,,24.0,,,,,4.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Pontevedra,Eibar,Totale,Ospite,Eibar,vwUjvrfd,2.0,,45%,14.0,9.0,3.0,,,,5.0,,,,,,,0.0,6.0,,,25.0,,,,,13.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Pontevedra,Eibar,1° tempo,Casa,Pontevedra,vwUjvrfd,0.0,,48%,1.0,1.0,2.0,,,,0.0,,,,,,,0.0,6.0,,,8.0,,,,,3.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Pontevedra,Eibar,1° tempo,Ospite,Eibar,vwUjvrfd,1.0,,52%,7.0,5.0,2.0,,,,2.0,,,,,,,0.0,3.0,,,16.0,,,,,6.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Pontevedra,Eibar,2° tempo,Casa,Pontevedra,vwUjvrfd,1.0,,63%,5.0,3.0,5.0,,,,2.0,,,,,,,2.0,7.0,,,16.0,,,,,1.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Pontevedra,Eibar,2° tempo,Ospite,Eibar,vwUjvrfd,1.0,,37%,7.0,4.0,1.0,,,,3.0,,,,,,,0.0,3.0,,,9.0,,,,,7.0,,,,,,,,,
Copa del Rey,2° turno,03.12.2025,Reus FCR,Real Sociedad,Totale,Casa,Reus FCR,t2zLEOV8,2.0,,57%,7.0,2.0,2.0,0.34,1.0,81% (404/497),5.0,0.2,0.0,4.0,3.0,1.0,,4.0,21.0,11.0,0.0,26.0,46% (33/72),64% (53/83),24% (4/17),0.23,17.0,86% (6/7),36.0,12.0,4.0,0.0,0.0,3.0,2.16,0.16
Copa del Rey,2° turno,03.12.2025,Reus FCR,Real Sociedad,Totale,Ospite,Real Sociedad,t2zLEOV8,2.0,,43%,7.0,5.0,0.0,1.43,3.0,75% (291/387),2.0,2.16,0.0,5.0,2.0,0.0,,4.0,17.0,12.0,0.0,18.0,32% (20/63),54% (55/102),40% (4/10),0.84,21.0,76% (13/17),47.0,20.0,8.0,0.0,0.0,2.0,0.2,0.2
Copa del Rey,2° turno,03.12.2025,Reus FCR,Real Sociedad,1° tempo,Casa,Reus FCR,t2zLEOV8,0.0,,53%,4.0,1.0,2.0,0.22,1.0,80% (189/236),3.0,0.17,0.0,4.0,0.0,0.0,,2.0,11.0,7.0,0.0,13.0,44% (15/34),66% (21/32),27% (3/11),0.12,6.0,100% (1/1),15.0,8.0,1.0,0.0,0.0,1.0,0.44,0.44
Copa del Rey,2° turno,03.12.2025,Reus FCR,Real Sociedad,1° tempo,Ospite,Real Sociedad,t2zLEOV8,1.0,,47%,1.0,1.0,0.0,0.5,1.0,76% (162/213),0.0,0.44,0.0,1.0,0.0,0.0,,1.0,6.0,4.0,0.0,11.0,25% (8/32),51% (21/41),29% (2/7),0.36,11.0,75% (9/12),21.0,8.0,3.0,0.0,0.0,1.0,0.17,0.17
Copa del Rey,2° turno,03.12.2025,Reus FCR,Real Sociedad,2° tempo,Casa,Reus FCR,t2zLEOV8,2.0,,60%,3.0,1.0,0.0,0.12,0.0,82% (215/261),2.0,0.03,0.0,0.0,3.0,1.0,,2.0,10.0,4.0,0.0,13.0,47% (18/38),63% (32/51),17% (1/6),0.11,11.0,83% (5/6),21.0,4.0,3.0,0.0,0.0,2.0,1.72,-0.28
Copa del Rey,2° turno,03.12.2025,Reus FCR,Real Sociedad,2° tempo,Ospite,Real Sociedad,t2zLEOV8,1.0,,40%,6.0,4.0,0.0,0.93,2.0,74% (129/174),2.0,1.72,0.0,4.0,2.0,0.0,,3.0,11.0,8.0,0.0,7.0,39% (12/31),56% (34/61),67% (2/3),0.48,10.0,80% (4/5),26.0,12.0,5.0,0.0,0.0,1.0,0.03,0.03
Copa del Rey,2° turno,03.12.2025,Cieza,Levante,Totale,Casa,Cieza,WfL4EFyQ,1.0,,36%,10.0,3.0,5.0,0.93,1.0,64% (172/269),6.0,0.68,1.0,5.0,5.0,0.0,,4.0,7.0,14.0,0.0,18.0,38% (29/77),39% (36/92),13% (2/16),0.22,11.0,80% (20/25),42.0,37.0,9.0,0.0,0.0,1.0,1.11,0.11
Copa del Rey,2° turno,03.12.2025,Cieza,Levante,Totale,Ospite,Levante,WfL4EFyQ,1.0,,64%,10.0,3.0,2.0,0.91,1.0,78% (387/493),4.0,1.11,3.0,6.0,4.0,1.0,,2.0,11.0,19.0,0.0,26.0,33% (26/78),58% (79/136),15% (2/13),1.33,7.0,83% (10/12),29.0,27.0,7.0,0.0,0.0,2.0,0.68,0.68
Copa del Rey,2° turno,03.12.2025,Cieza,Levante,1° tempo,Casa,Cieza,WfL4EFyQ,,,27%,9.0,3.0,2.0,0.91,1.0,66% (73/110),5.0,0.68,1.0,5.0,4.0,0.0,,3.0,3.0,9.0,0.0,10.0,36% (13/36),46% (17/37),0% (0/5),0.07,4.0,88% (7/8),16.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0
Copa del Rey,2° turno,03.12.2025,Cieza,Levante,1° tempo,Ospite,Levante,WfL4EFyQ,,,73%,4.0,1.0,1.0,0.14,0.0,83% (248/299),2.0,0.0,1.0,2.0,2.0,1.0,,1.0,4.0,5.0,0.0,10.0,26% (9/34),53% (32/60),14% (1/7),0.16,3.0,100% (6/6),13.0,7.0,3.0,0.0,0.0,2.0,0.68,0.68
Copa del Rey,2° turno,03.12.2025,Cieza,Levante,2° tempo,Casa,Cieza,WfL4EFyQ,1.0,,46%,1.0,0.0,3.0,0.02,0.0,62% (99/159),1.0,0.0,0.0,0.0,1.0,0.0,,1.0,4.0,5.0,0.0,8.0,39% (16/41),35% (19/55),18% (2/11),0.15,7.0,76% (13/17),26.0,17.0,5.0,0.0,0.0,1.0,1.11,0.11
Copa del Rey,2° turno,03.12.2025,Cieza,Levante,2° tempo,Ospite,Levante,WfL4EFyQ,1.0,,54%,6.0,2.0,1.0,0.77,1.0,72% (139/194),2.0,1.11,2.0,4.0,2.0,0.0,,1.0,7.0,14.0,0.0,16.0,39% (17/44),62% (47/76),17% (1/6),1.17,4.0,67% (4/6),16.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0
Copa del Rey,2° turno,03.12.2025,Torrent,Betis,Totale,Casa,Torrent,SbAo0PGF,3.0,,38%,5.0,2.0,1.0,0.41,2.0,79% (257/324),3.0,1.62,0.0,2.0,3.0,0.0,1.0,0.0,14.0,4.0,0.0,9.0,39% (22/57),57% (32/56),20% (1/5),0.47,20.0,80% (8/10),30.0,24.0,11.0,0.0,0.0,5.0,2.35,-1.65
Copa del Rey,2° turno,03.12.2025,Torrent,Betis,Totale,Ospite,Betis,SbAo0PGF,2.0,,62%,22.0,9.0,7.0,2.18,2.0,91% (468/517),7.0,2.35,6.0,15.0,7.0,0.0,0.0,1.0,20.0,40.0,0.0,13.0,84% (36/43),84% (122/146),33% (9/27),1.82,14.0,67% (10/15),57.0,16.0,2.0,1.0,0.0,1.0,1.62,0.62
Copa del Rey,2° turno,03.12.2025,Torrent,Betis,1° tempo,Casa,Torrent,SbAo0PGF,0.0,,39%,1.0,0.0,0.0,0.01,0.0,80% (151/188),1.0,0.0,0.0,0.0,1.0,0.0,,0.0,6.0,1.0,0.0,5.0,33% (10/30),57% (21/37),0% (0/2),0.03,6.0,100% (5/5),15.0,12.0,7.0,0.0,0.0,3.0,0.58,-1.42
Copa del Rey,2° turno,03.12.2025,Torrent,Betis,1° tempo,Ospite,Betis,SbAo0PGF,1.0,,61%,14.0,5.0,3.0,1.3,1.0,91% (260/286),4.0,0.58,5.0,9.0,5.0,0.0,,1.0,6.0,26.0,0.0,5.0,87% (20/23),86% (92/107),38% (5/13),1.37,6.0,63% (5/8),23.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
Copa del Rey,2° turno,03.12.2025,Torrent,Betis,2° tempo,Casa,Torrent,SbAo0PGF,3.0,,37%,4.0,2.0,1.0,0.4,2.0,78% (106/136),2.0,1.62,0.0,2.0,2.0,0.0,1.0,0.0,8.0,3.0,0.0,4.0,44% (12/27),58% (11/19),33% (1/3),0.44,14.0,60% (3/5),15.0,12.0,4.0,0.0,0.0,2.0,1.77,-0.23
Copa del Rey,2° turno,03.12.2025,Torrent,Betis,2° tempo,Ospite,Betis,SbAo0PGF,1.0,,63%,8.0,4.0,4.0,0.88,1.0,90% (208/231),3.0,1.77,1.0,6.0,2.0,0.0,0.0,0.0,14.0,14.0,0.0,8.0,80% (16/20),77% (30/39),29% (4/14),0.45,8.0,71% (5/7),34.0,9.0,0.0,1.0,0.0,1.0,1.62,0.62
Copa del Rey,2° turno,04.12.2025,Sabadell,A Coruna,Totale,Casa,Sabadell,ITlQhs9k,2.0,,55%,7.0,2.0,2.0,,,,5.0,,,,,,,1.0,14.0,,,19.0,,,,,8.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Sabadell,A Coruna,Totale,Ospite,A Coruna,ITlQhs9k,1.0,,45%,10.0,8.0,2.0,,,,2.0,,,,,,,0.0,10.0,,,18.0,,,,,13.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Sabadell,A Coruna,1° tempo,Casa,Sabadell,ITlQhs9k,,,59%,4.0,1.0,1.0,,,,3.0,,,,,,,0.0,5.0,,,11.0,,,,,4.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Sabadell,A Coruna,1° tempo,Ospite,A Coruna,ITlQhs9k,,,41%,4.0,3.0,1.0,,,,1.0,,,,,,,0.0,5.0,,,9.0,,,,,4.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Sabadell,A Coruna,2° tempo,Casa,Sabadell,ITlQhs9k,2.0,,51%,3.0,1.0,1.0,,,,2.0,,,,,,,1.0,9.0,,,8.0,,,,,4.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Sabadell,A Coruna,2° tempo,Ospite,A Coruna,ITlQhs9k,1.0,,49%,6.0,5.0,1.0,,,,1.0,,,,,,,0.0,5.0,,,9.0,,,,,9.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Real Avila,Vallecano,Totale,Casa,Real Avila,f75IJAD5,2.0,,24%,18.0,5.0,3.0,1.18,3.0,62% (152/244),7.0,0.73,6.0,12.0,6.0,1.0,0.0,0.0,14.0,28.0,0.0,31.0,31% (23/74),53% (58/110),15% (2/13),0.58,15.0,72% (21/29),64.0,59.0,13.0,0.0,0.0,1.0,0.38,-1.62
Copa del Rey,2° turno,04.12.2025,Real Avila,Vallecano,Totale,Ospite,Vallecano,f75IJAD5,1.0,,76%,14.0,3.0,11.0,1.32,2.0,87% (671/773),4.0,0.38,7.0,6.0,8.0,0.0,1.0,4.0,15.0,29.0,0.0,38.0,62% (43/69),74% (167/225),12% (6/49),2.12,14.0,56% (14/25),61.0,33.0,8.0,0.0,0.0,4.0,0.73,-0.27
Copa del Rey,2° turno,04.12.2025,Real Avila,Vallecano,1° tempo,Casa,Real Avila,f75IJAD5,0.0,,29%,10.0,1.0,1.0,0.8,2.0,64% (68/106),4.0,0.02,5.0,8.0,2.0,1.0,,0.0,7.0,19.0,0.0,17.0,23% (6/26),53% (28/53),14% (1/7),0.33,3.0,73% (8/11),23.0,16.0,5.0,0.0,0.0,1.0,0.03,0.03
Copa del Rey,2° turno,04.12.2025,Real Avila,Vallecano,1° tempo,Ospite,Vallecano,f75IJAD5,1.0,,71%,2.0,1.0,3.0,0.06,0.0,86% (231/269),0.0,0.03,1.0,1.0,1.0,0.0,,1.0,3.0,5.0,0.0,10.0,55% (12/22),61% (30/49),11% (1/9),0.14,7.0,29% (2/7),20.0,19.0,4.0,0.0,0.0,1.0,0.02,0.02
Copa del Rey,2° turno,04.12.2025,Real Avila,Vallecano,2° tempo,Casa,Real Avila,f75IJAD5,1.0,,24%,6.0,2.0,2.0,0.3,1.0,62% (58/93),3.0,0.68,1.0,4.0,2.0,0.0,,0.0,5.0,7.0,0.0,11.0,40% (12/30),61% (27/44),17% (1/6),0.23,5.0,67% (8/12),25.0,15.0,5.0,0.0,0.0,0.0,0.22,-0.78
Copa del Rey,2° turno,04.12.2025,Real Avila,Vallecano,2° tempo,Ospite,Vallecano,f75IJAD5,0.0,,76%,8.0,1.0,3.0,0.98,1.0,88% (261/296),4.0,0.22,3.0,3.0,5.0,0.0,,2.0,5.0,16.0,0.0,17.0,73% (22/30),80% (82/102),12% (2/17),0.88,5.0,57% (4/7),19.0,12.0,3.0,0.0,0.0,1.0,0.68,-0.32
Copa del Rey,2° turno,04.12.2025,Real Avila,Vallecano,Supplementari,Casa,Real Avila,f75IJAD5,1.0,,16%,2.0,2.0,0.0,0.08,0.0,58% (26/45),0.0,0.03,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,28% (5/18),23% (3/13),0% (0/0),0.02,7.0,83% (5/6),16.0,28.0,3.0,0.0,0.0,0.0,0.13,-0.87
Copa del Rey,2° turno,04.12.2025,Real Avila,Vallecano,Supplementari,Ospite,Vallecano,f75IJAD5,0.0,,84%,4.0,1.0,5.0,0.28,1.0,86% (179/208),0.0,0.13,3.0,2.0,2.0,0.0,1.0,1.0,7.0,8.0,0.0,11.0,53% (9/17),74% (55/74),13% (3/23),1.1,2.0,73% (8/11),22.0,2.0,1.0,0.0,0.0,2.0,0.03,0.03
Copa del Rey,2° turno,04.12.2025,Leganes,Albacete,Totale,Casa,Leganes,G0Ij5BbC,4.0,,51%,10.0,7.0,7.0,,,,3.0,,,,,,,1.0,21.0,,,23.0,,,,,9.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Leganes,Albacete,Totale,Ospite,Albacete,G0Ij5BbC,1.0,,49%,12.0,7.0,5.0,,,,5.0,,,,,,,4.0,12.0,,,25.0,,,,,16.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Leganes,Albacete,1° tempo,Casa,Leganes,G0Ij5BbC,3.0,,44%,3.0,2.0,2.0,,,,1.0,,,,,,,1.0,10.0,,,14.0,,,,,7.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Leganes,Albacete,1° tempo,Ospite,Albacete,G0Ij5BbC,0.0,,56%,6.0,3.0,1.0,,,,3.0,,,,,,,2.0,10.0,,,15.0,,,,,7.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Leganes,Albacete,2° tempo,Casa,Leganes,G0Ij5BbC,1.0,,58%,7.0,5.0,5.0,,,,2.0,,,,,,,0.0,11.0,,,9.0,,,,,2.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Leganes,Albacete,2° tempo,Ospite,Albacete,G0Ij5BbC,1.0,,42%,6.0,4.0,4.0,,,,2.0,,,,,,,2.0,2.0,,,10.0,,,,,9.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Baleares,Espanyol,Totale,Casa,Baleares,GnwIjCqJ,1.0,,37%,4.0,1.0,0.0,0.5,1.0,75% (228/306),2.0,0.84,1.0,2.0,2.0,0.0,,1.0,16.0,8.0,0.0,18.0,35% (26/74),56% (40/71),27% (3/11),0.16,12.0,80% (16/20),47.0,42.0,6.0,0.0,0.0,2.0,0.42,0.42
Copa del Rey,2° turno,04.12.2025,Baleares,Espanyol,Totale,Ospite,Espanyol,GnwIjCqJ,2.0,,63%,15.0,2.0,10.0,0.91,1.0,86% (419/490),9.0,0.42,4.0,13.0,2.0,0.0,,1.0,12.0,26.0,0.0,27.0,42% (13/31),71% (104/146),23% (8/35),0.84,16.0,82% (9/11),38.0,17.0,4.0,0.0,0.0,0.0,0.84,-0.16
Copa del Rey,2° turno,04.12.2025,Baleares,Espanyol,1° tempo,Casa,Baleares,GnwIjCqJ,0.0,,41%,1.0,0.0,0.0,0.02,0.0,79% (145/184),1.0,0.0,0.0,0.0,1.0,0.0,,1.0,8.0,2.0,0.0,10.0,44% (19/43),50% (17/34),20% (1/5),0.05,5.0,67% (2/3),16.0,16.0,3.0,0.0,0.0,1.0,0.23,0.23
Copa del Rey,2° turno,04.12.2025,Baleares,Espanyol,1° tempo,Ospite,Espanyol,GnwIjCqJ,1.0,,59%,9.0,1.0,2.0,0.55,1.0,86% (222/258),6.0,0.23,2.0,8.0,1.0,0.0,,1.0,5.0,11.0,0.0,12.0,53% (9/17),66% (38/58),21% (3/14),0.4,8.0,75% (3/4),18.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0
Copa del Rey,2° turno,04.12.2025,Baleares,Espanyol,2° tempo,Casa,Baleares,GnwIjCqJ,1.0,,33%,3.0,1.0,0.0,0.48,1.0,68% (83/122),1.0,0.84,1.0,2.0,1.0,0.0,,0.0,8.0,6.0,0.0,8.0,23% (7/31),62% (23/37),33% (2/6),0.11,7.0,82% (14/17),31.0,26.0,3.0,0.0,0.0,1.0,0.19,0.19
Copa del Rey,2° turno,04.12.2025,Baleares,Espanyol,2° tempo,Ospite,Espanyol,GnwIjCqJ,1.0,,67%,6.0,1.0,8.0,0.36,0.0,85% (197/232),3.0,0.19,2.0,5.0,1.0,0.0,,0.0,7.0,15.0,0.0,15.0,29% (4/14),75% (66/88),24% (5/21),0.44,8.0,86% (6/7),20.0,8.0,0.0,0.0,0.0,0.0,0.84,-0.16
Copa del Rey,2° turno,04.12.2025,Ponferradina,Racing Santander,Totale,Casa,Ponferradina,YcQiY9Sb,3.0,2.0,45%,6.0,3.0,3.0,,,,3.0,,,,,,,7.0,16.0,,,30.0,,,,,17.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Ponferradina,Racing Santander,Totale,Ospite,Racing Santander,YcQiY9Sb,2.0,0.0,55%,15.0,7.0,5.0,,,,8.0,,,,,,,1.0,24.0,,,29.0,,,,,14.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Ponferradina,Racing Santander,1° tempo,Casa,Ponferradina,YcQiY9Sb,0.0,,42%,1.0,1.0,0.0,,,,0.0,,,,,,,5.0,7.0,,,9.0,,,,,7.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Ponferradina,Racing Santander,1° tempo,Ospite,Racing Santander,YcQiY9Sb,1.0,,58%,3.0,0.0,2.0,,,,3.0,,,,,,,0.0,12.0,,,16.0,,,,,7.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Ponferradina,Racing Santander,2° tempo,Casa,Ponferradina,YcQiY9Sb,1.0,,50%,3.0,2.0,0.0,,,,1.0,,,,,,,1.0,7.0,,,11.0,,,,,7.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Ponferradina,Racing Santander,2° tempo,Ospite,Racing Santander,YcQiY9Sb,0.0,,50%,8.0,4.0,3.0,,,,4.0,,,,,,,1.0,8.0,,,7.0,,,,,5.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Ponferradina,Racing Santander,Supplementari,Casa,Ponferradina,YcQiY9Sb,2.0,2.0,42%,2.0,0.0,3.0,,,,2.0,,,,,,,1.0,2.0,,,10.0,,,,,3.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Ponferradina,Racing Santander,Supplementari,Ospite,Racing Santander,YcQiY9Sb,1.0,0.0,58%,4.0,3.0,0.0,,,,1.0,,,,,,,0.0,4.0,,,6.0,,,,,2.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Cartagena,Valencia,Totale,Casa,Cartagena,GMgRHlrI,3.0,0.0,38%,16.0,6.0,5.0,2.44,4.0,75% (333/444),7.0,2.41,3.0,9.0,7.0,0.0,,4.0,20.0,26.0,2.0,12.0,29% (27/94),54% (64/118),50% (6/12),0.91,15.0,69% (20/29),58.0,31.0,12.0,0.0,0.0,8.0,2.01,0.01
Copa del Rey,2° turno,04.12.2025,Cartagena,Valencia,Totale,Ospite,Valencia,GMgRHlrI,4.0,1.0,62%,30.0,10.0,9.0,2.01,3.0,87% (604/693),13.0,2.01,7.0,20.0,10.0,2.0,,1.0,15.0,46.0,1.0,23.0,55% (28/51),82% (204/248),26% (9/34),1.93,20.0,40% (4/10),43.0,18.0,6.0,0.0,1.0,5.0,2.41,1.41
Copa del Rey,2° turno,04.12.2025,Cartagena,Valencia,1° tempo,Casa,Cartagena,GMgRHlrI,1.0,,36%,7.0,3.0,2.0,0.7,2.0,77% (117/152),3.0,1.05,1.0,4.0,3.0,0.0,,3.0,6.0,10.0,2.0,5.0,23% (7/30),54% (22/41),40% (2/5),0.51,7.0,71% (5/7),17.0,8.0,6.0,0.0,0.0,3.0,0.44,0.44
